slug,source_C_live,source_C_last_snapshot_date,source_C_snapshot_body_len,source_C_timestamp
shiboleth,,,62.0,2026-04-24T22:57:50.254802+00:00
edgetrace,True,2026-03-24 00:00:00+00:00,209.0,2026-04-24T22:57:55.094155+00:00
chunkr,True,2026-03-06 00:00:00+00:00,208.0,2026-04-24T22:57:55.495768+00:00
hazel-2,,,56.0,2026-04-24T22:57:51.447791+00:00
delve,True,2025-12-04 00:00:00+00:00,298.0,2026-04-24T22:57:53.116858+00:00
yondu,True,2026-03-08 00:00:00+00:00,206.0,2026-04-24T22:57:55.910552+00:00
raindrop,True,2026-04-04 00:00:00+00:00,215.0,2026-04-24T22:57:55.565277+00:00
dianahr,False,2024-01-02 00:00:00+00:00,207.0,2026-04-24T22:57:58.086805+00:00
clarum,,,54.0,2026-04-24T22:57:54.448524+00:00
betterbasket,True,2026-03-12 00:00:00+00:00,220.0,2026-04-24T22:58:00.237817+00:00
manifold-freight,,,69.0,2026-04-24T22:57:55.163643+00:00
prosights,,,58.0,2026-04-24T22:57:55.340908+00:00
centauri-ai,,,61.0,2026-04-24T22:57:55.425295+00:00
abel,True,2025-12-05 00:00:00+00:00,215.0,2026-04-24T22:57:53.635864+00:00
heartbyte,,,61.0,2026-04-24T22:57:57.794159+00:00
voicepanel,True,2026-04-04 00:00:00+00:00,217.0,2026-04-24T22:57:54.145862+00:00
risotto,,,59.0,2026-04-24T22:57:58.913999+00:00
justai,,,55.0,2026-04-24T22:57:59.130214+00:00
circleback,,,58.0,2026-04-24T22:57:59.433859+00:00
andy-ai,,,58.0,2026-04-24T22:57:53.036518+00:00
lumetric,True,2026-03-14 00:00:00+00:00,215.0,2026-04-24T22:58:05.005439+00:00
model-ml,,,61.0,2026-04-24T22:58:00.637874+00:00
artos,,,61.0,2026-04-24T22:58:01.165048+00:00
oma-care,,,60.0,2026-04-24T22:58:01.456491+00:00
cleva,,,61.0,2026-04-24T22:58:01.580817+00:00
thorntale,True,2026-02-11 00:00:00+00:00,215.0,2026-04-24T22:58:05.580625+00:00
openmart,True,2026-04-04 00:00:00+00:00,217.0,2026-04-24T22:58:05.928723+00:00
triply,True,2026-03-12 00:00:00+00:00,222.0,2026-04-24T22:58:05.910369+00:00
deep24,,,54.0,2026-04-24T22:58:05.762618+00:00
givefront,,,58.0,2026-04-24T22:58:02.443340+00:00
alai,True,2026-02-27 00:00:00+00:00,207.0,2026-04-24T22:58:05.348734+00:00
focal,True,2026-03-14 00:00:00+00:00,207.0,2026-04-24T22:58:02.519811+00:00
brainbase-labs,,,62.0,2026-04-24T22:58:03.476677+00:00
sample,,,57.0,2026-04-24T22:58:04.591749+00:00
sonauto,,,56.0,2026-04-24T22:58:08.955428+00:00
zep-ai,True,2026-03-28 00:00:00+00:00,214.0,2026-04-24T22:58:08.071858+00:00
downlink,False,2025-09-17 00:00:00+00:00,210.0,2026-04-24T22:58:10.800020+00:00
terrakotta,True,2026-03-10 00:00:00+00:00,220.0,2026-04-24T22:58:10.385524+00:00
bitesight,True,2026-03-11 00:00:00+00:00,214.0,2026-04-24T22:58:08.840390+00:00
retell-ai,True,2026-04-19 00:00:00+00:00,213.0,2026-04-24T22:58:10.966241+00:00
velorum-therapeutics,,,63.0,2026-04-24T22:58:08.703829+00:00
hatchet-run,,,56.0,2026-04-24T22:58:09.375900+00:00
shepherd-2,,,63.0,2026-04-24T22:58:09.368283+00:00
stacksync,,,63.0,2026-04-24T22:58:10.205223+00:00
rove,,,56.0,2026-04-24T22:58:10.961192+00:00
basepilot,True,2026-03-08 00:00:00+00:00,220.0,2026-04-24T22:58:14.312991+00:00
spark,,,59.0,2026-04-24T22:58:10.836464+00:00
camelai,,,57.0,2026-04-24T22:58:10.918453+00:00
ocular-ai,,,58.0,2026-04-24T22:58:11.073970+00:00
adapted,,,56.0,2026-04-24T22:58:11.271776+00:00
deepnight,,,62.0,2026-04-24T22:58:11.789676+00:00
vista-power,,,59.0,2026-04-24T22:58:11.777253+00:00
xpay,,,66.0,2026-04-24T22:58:12.073407+00:00
fileforge,,,63.0,2026-04-24T22:58:12.853253+00:00
aqua-voice,,,58.0,2026-04-24T22:58:14.308343+00:00
veles,True,2026-03-07 00:00:00+00:00,216.0,2026-04-24T22:58:16.704016+00:00
fluently,,,61.0,2026-04-24T22:58:15.043137+00:00
miden,,,56.0,2026-04-24T22:58:16.114172+00:00
penciled,True,2026-03-12 00:00:00+00:00,213.0,2026-04-24T22:58:20.584626+00:00
powder,True,2026-03-11 00:00:00+00:00,218.0,2026-04-24T22:58:20.891322+00:00
commodityai,,,60.0,2026-04-24T22:58:17.323746+00:00
marblism,,,57.0,2026-04-24T22:58:17.513894+00:00
datacurve,,,58.0,2026-04-24T22:58:17.916019+00:00
lumona,,,58.0,2026-04-24T22:58:19.161038+00:00
